trip_id,arrival_time,departure_time,stop_id,stop_sequence
33_7,7:30:00,7:30:00,PHX2,1
33_7,8:37:12,8:37:12,TUS11,2
33_8,7:45:00,7:45:00,PHX2,1
33_8,8:52:12,8:52:12,TUS11,2
33_9,8:00:00,8:00:00,PHX2,1
33_9,9:07:12,9:07:12,TUS11,2
33_10,8:15:00,8:15:00,PHX2,1
33_10,9:22:12,9:22:12,TUS11,2
33_11,8:30:00,8:30:00,PHX2,1
33_11,9:37:12,9:37:12,TUS11,2
33_12,8:45:00,8:45:00,PHX2,1
33_12,9:52:12,9:52:12,TUS11,2
33_13,9:00:00,9:00:00,PHX2,1
33_13,10:07:12,10:07:12,TUS11,2
34_1,6:00:00,6:00:00,PHX2,1
34_1,7:06:42,7:06:42,TUS12,2
34_2,6:10:00,6:10:00,PHX2,1
34_2,7:16:42,7:16:42,TUS12,2
34_3,6:20:00,6:20:00,PHX2,1
34_3,7:26:42,7:26:42,TUS12,2
34_4,6:30:00,6:30:00,PHX2,1
34_4,7:36:42,7:36:42,TUS12,2
34_5,6:40:00,6:40:00,PHX2,1
34_5,7:46:42,7:46:42,TUS12,2
34_6,6:50:00,6:50:00,PHX2,1
34_6,7:56:42,7:56:42,TUS12,2
34_7,7:00:00,7:00:00,PHX2,1
34_7,8:06:42,8:06:42,TUS12,2
34_8,7:10:00,7:10:00,PHX2,1
34_8,8:16:42,8:16:42,TUS12,2
34_9,7:20:00,7:20:00,PHX2,1
34_9,8:26:42,8:26:42,TUS12,2
34_10,7:30:00,7:30:00,PHX2,1
34_10,8:36:42,8:36:42,TUS12,2
34_11,7:40:00,7:40:00,PHX2,1
34_11,8:46:42,8:46:42,TUS12,2
34_12,7:50:00,7:50:00,PHX2,1
34_12,8:56:42,8:56:42,TUS12,2
34_13,8:00:00,8:00:00,PHX2,1
34_13,9:06:42,9:06:42,TUS12,2
34_14,8:10:00,8:10:00,PHX2,1
34_14,9:16:42,9:16:42,TUS12,2
34_15,8:20:00,8:20:00,PHX2,1
34_15,9:26:42,9:26:42,TUS12,2
34_16,8:30:00,8:30:00,PHX2,1
34_16,9:36:42,9:36:42,TUS12,2
34_17,8:40:00,8:40:00,PHX2,1
34_17,9:46:42,9:46:42,TUS12,2
34_18,8:50:00,8:50:00,PHX2,1
34_18,9:56:42,9:56:42,TUS12,2
34_19,9:00:00,9:00:00,PHX2,1
34_19,10:06:42,10:06:42,TUS12,2
42_1,6:00:00,6:00:00,PHX2,1
42_1,7:23:06,7:23:06,TUS20,2
42_2,6:15:00,6:15:00,PHX2,1
42_2,7:38:06,7:38:06,TUS20,2
42_3,6:30:00,6:30:00,PHX2,1
42_3,7:53:06,7:53:06,TUS20,2
42_4,6:45:00,6:45:00,PHX2,1
42_4,8:08:06,8:08:06,TUS20,2
42_5,7:00:00,7:00:00,PHX2,1
42_5,8:23:06,8:23:06,TUS20,2
42_6,7:15:00,7:15:00,PHX2,1
42_6,8:38:06,8:38:06,TUS20,2
42_7,7:30:00,7:30:00,PHX2,1
42_7,8:53:06,8:53:06,TUS20,2
42_8,7:45:00,7:45:00,PHX2,1
42_8,9:08:06,9:08:06,TUS20,2
42_9,8:00:00,8:00:00,PHX2,1
42_9,9:23:06,9:23:06,TUS20,2
42_10,8:15:00,8:15:00,PHX2,1
42_10,9:38:06,9:38:06,TUS20,2
42_11,8:30:00,8:30:00,PHX2,1
42_11,9:53:06,9:53:06,TUS20,2
42_12,8:45:00,8:45:00,PHX2,1
42_12,10:08:06,10:08:06,TUS20,2
42_13,9:00:00,9:00:00,PHX2,1
42_13,10:23:06,10:23:06,TUS20,2
78_1,6:00:00,6:00:00,PHX4,1
78_1,7:20:42,7:20:42,TUS12,2
78_2,6:12:00,6:12:00,PHX4,1
78_2,7:32:42,7:32:42,TUS12,2
78_3,6:24:00,6:24:00,PHX4,1
78_3,7:44:42,7:44:42,TUS12,2
78_4,6:36:00,6:36:00,PHX4,1
78_4,7:56:42,7:56:42,TUS12,2
78_5,6:48:00,6:48:00,PHX4,1
78_5,8:08:42,8:08:42,TUS12,2
78_6,7:00:00,7:00:00,PHX4,1
78_6,8:20:42,8:20:42,TUS12,2
78_7,7:12:00,7:12:00,PHX4,1
78_7,8:32:42,8:32:42,TUS12,2
78_8,7:24:00,7:24:00,PHX4,1
78_8,8:44:42,8:44:42,TUS12,2
78_9,7:36:00,7:36:00,PHX4,1
78_9,8:56:42,8:56:42,TUS12,2
78_10,7:48:00,7:48:00,PHX4,1
78_10,9:08:42,9:08:42,TUS12,2
78_11,8:00:00,8:00:00,PHX4,1
78_11,9:20:42,9:20:42,TUS12,2
78_12,8:12:00,8:12:00,PHX4,1
78_12,9:32:42,9:32:42,TUS12,2
78_13,8:24:00,8:24:00,PHX4,1
78_13,9:44:42,9:44:42,TUS12,2
78_14,8:36:00,8:36:00,PHX4,1
78_14,9:56:42,9:56:42,TUS12,2
78_15,8:48:00,8:48:00,PHX4,1
78_15,10:08:42,10:08:42,TUS12,2
78_16,9:00:00,9:00:00,PHX4,1
78_16,10:20:42,10:20:42,TUS12,2
97_1,6:00:00,6:00:00,PHX5,1
97_1,7:26:06,7:26:06,TUS9,2
97_2,6:15:00,6:15:00,PHX5,1
97_2,7:41:06,7:41:06,TUS9,2
97_3,6:30:00,6:30:00,PHX5,1
97_3,7:56:06,7:56:06,TUS9,2
97_4,6:45:00,6:45:00,PHX5,1
97_4,8:11:06,8:11:06,TUS9,2
97_5,7:00:00,7:00:00,PHX5,1
97_5,8:26:06,8:26:06,TUS9,2
97_6,7:15:00,7:15:00,PHX5,1
97_6,8:41:06,8:41:06,TUS9,2
97_7,7:30:00,7:30:00,PHX5,1
97_7,8:56:06,8:56:06,TUS9,2
97_8,7:45:00,7:45:00,PHX5,1
97_8,9:11:06,9:11:06,TUS9,2
97_9,8:00:00,8:00:00,PHX5,1
97_9,9:26:06,9:26:06,TUS9,2
97_10,8:15:00,8:15:00,PHX5,1
97_10,9:41:06,9:41:06,TUS9,2
97_11,8:30:00,8:30:00,PHX5,1
97_11,9:56:06,9:56:06,TUS9,2
97_12,8:45:00,8:45:00,PHX5,1
97_12,10:11:06,10:11:06,TUS9,2
97_13,9:00:00,9:00:00,PHX5,1
97_13,10:26:06,10:26:06,TUS9,2
100_1,6:00:00,6:00:00,PHX5,1
100_1,7:14:18,7:14:18,TUS12,2
100_2,6:15:00,6:15:00,PHX5,1
100_2,7:29:18,7:29:18,TUS12,2
100_3,6:30:00,6:30:00,PHX5,1
100_3,7:44:18,7:44:18,TUS12,2
100_4,6:45:00,6:45:00,PHX5,1
100_4,7:59:18,7:59:18,TUS12,2
100_5,7:00:00,7:00:00,PHX5,1
100_5,8:14:18,8:14:18,TUS12,2
100_6,7:15:00,7:15:00,PHX5,1
100_6,8:29:18,8:29:18,TUS12,2
100_7,7:30:00,7:30:00,PHX5,1
100_7,8:44:18,8:44:18,TUS12,2
100_8,7:45:00,7:45:00,PHX5,1
100_8,8:59:18,8:59:18,TUS12,2
100_9,8:00:00,8:00:00,PHX5,1
100_9,9:14:18,9:14:18,TUS12,2
100_10,8:15:00,8:15:00,PHX5,1
100_10,9:29:18,9:29:18,TUS12,2
100_11,8:30:00,8:30:00,PHX5,1
100_11,9:44:18,9:44:18,TUS12,2
100_12,8:45:00,8:45:00,PHX5,1
100_12,9:59:18,9:59:18,TUS12,2
100_13,9:00:00,9:00:00,PHX5,1
100_13,10:14:18,10:14:18,TUS12,2
144_1,6:00:00,6:00:00,PHX7,1
144_1,7:12:48,7:12:48,TUS12,2
144_2,6:10:00,6:10:00,PHX7,1
144_2,7:22:48,7:22:48,TUS12,2
144_3,6:20:00,6:20:00,PHX7,1
144_3,7:32:48,7:32:48,TUS12,2
144_4,6:30:00,6:30:00,PHX7,1
144_4,7:42:48,7:42:48,TUS12,2
144_5,6:40:00,6:40:00,PHX7,1
144_5,7:52:48,7:52:48,TUS12,2
144_6,6:50:00,6:50:00,PHX7,1
144_6,8:02:48,8:02:48,TUS12,2
144_7,7:00:00,7:00:00,PHX7,1
144_7,8:12:48,8:12:48,TUS12,2
144_8,7:10:00,7:10:00,PHX7,1
144_8,8:22:48,8:22:48,TUS12,2
144_9,7:20:00,7:20:00,PHX7,1
144_9,8:32:48,8:32:48,TUS12,2
144_10,7:30:00,7:30:00,PHX7,1
144_10,8:42:48,8:42:48,TUS12,2
144_11,7:40:00,7:40:00,PHX7,1
144_11,8:52:48,8:52:48,TUS12,2
144_12,7:50:00,7:50:00,PHX7,1
144_12,9:02:48,9:02:48,TUS12,2
144_13,8:00:00,8:00:00,PHX7,1
144_13,9:12:48,9:12:48,TUS12,2
144_14,8:10:00,8:10:00,PHX7,1
144_14,9:22:48,9:22:48,TUS12,2
144_15,8:20:00,8:20:00,PHX7,1
144_15,9:32:48,9:32:48,TUS12,2
144_16,8:30:00,8:30:00,PHX7,1
144_16,9:42:48,9:42:48,TUS12,2
144_17,8:40:00,8:40:00,PHX7,1
144_17,9:52:48,9:52:48,TUS12,2
144_18,8:50:00,8:50:00,PHX7,1
144_18,10:02:48,10:02:48,TUS12,2
144_19,9:00:00,9:00:00,PHX7,1
144_19,10:12:48,10:12:48,TUS12,2
152_1,6:00:00,6:00:00,PHX7,1
152_1,7:29:12,7:29:12,TUS20,2
152_2,6:15:00,6:15:00,PHX7,1
152_2,7:44:12,7:44:12,TUS20,2
152_3,6:30:00,6:30:00,PHX7,1
152_3,7:59:12,7:59:12,TUS20,2
152_4,6:45:00,6:45:00,PHX7,1
152_4,8:14:12,8:14:12,TUS20,2
152_5,7:00:00,7:00:00,PHX7,1
152_5,8:29:12,8:29:12,TUS20,2
152_6,7:15:00,7:15:00,PHX7,1
152_6,8:44:12,8:44:12,TUS20,2
152_7,7:30:00,7:30:00,PHX7,1
152_7,8:59:12,8:59:12,TUS20,2
152_8,7:45:00,7:45:00,PHX7,1
152_8,9:14:12,9:14:12,TUS20,2
152_9,8:00:00,8:00:00,PHX7,1
152_9,9:29:12,9:29:12,TUS20,2
152_10,8:15:00,8:15:00,PHX7,1
152_10,9:44:12,9:44:12,TUS20,2
152_11,8:30:00,8:30:00,PHX7,1
152_11,9:59:12,9:59:12,TUS20,2
152_12,8:45:00,8:45:00,PHX7,1
152_12,10:14:12,10:14:12,TUS20,2
152_13,9:00:00,9:00:00,PHX7,1
152_13,10:29:12,10:29:12,TUS20,2
185_1,6:00:00,6:00:00,PHX10,1
185_1,7:14:48,7:14:48,TUS9,2
185_2,6:15:00,6:15:00,PHX10,1
185_2,7:29:48,7:29:48,TUS9,2
185_3,6:30:00,6:30:00,PHX10,1
185_3,7:44:48,7:44:48,TUS9,2
185_4,6:45:00,6:45:00,PHX10,1
185_4,7:59:48,7:59:48,TUS9,2
185_5,7:00:00,7:00:00,PHX10,1
185_5,8:14:48,8:14:48,TUS9,2
185_6,7:15:00,7:15:00,PHX10,1
185_6,8:29:48,8:29:48,TUS9,2
185_7,7:30:00,7:30:00,PHX10,1
185_7,8:44:48,8:44:48,TUS9,2
185_8,7:45:00,7:45:00,PHX10,1
185_8,8:59:48,8:59:48,TUS9,2
185_9,8:00:00,8:00:00,PHX10,1
185_9,9:14:48,9:14:48,TUS9,2
185_10,8:15:00,8:15:00,PHX10,1
185_10,9:29:48,9:29:48,TUS9,2
185_11,8:30:00,8:30:00,PHX10,1
185_11,9:44:48,9:44:48,TUS9,2
185_12,8:45:00,8:45:00,PHX10,1
185_12,9:59:48,9:59:48,TUS9,2
185_13,9:00:00,9:00:00,PHX10,1
185_13,10:14:48,10:14:48,TUS9,2
342_1,6:00:00,6:00:00,PHX17,1
342_1,7:17:18,7:17:18,TUS12,2
342_2,6:02:00,6:02:00,PHX17,1
342_2,7:19:18,7:19:18,TUS12,2
342_3,6:04:00,6:04:00,PHX17,1
342_3,7:21:18,7:21:18,TUS12,2
342_4,6:06:00,6:06:00,PHX17,1
342_4,7:23:18,7:23:18,TUS12,2
342_5,6:08:00,6:08:00,PHX17,1
342_5,7:25:18,7:25:18,TUS12,2
342_6,6:10:00,6:10:00,PHX17,1
342_6,7:27:18,7:27:18,TUS12,2
342_7,6:12:00,6:12:00,PHX17,1
342_7,7:29:18,7:29:18,TUS12,2
342_8,6:14:00,6:14:00,PHX17,1
342_8,7:31:18,7:31:18,TUS12,2
342_9,6:16:00,6:16:00,PHX17,1
342_9,7:33:18,7:33:18,TUS12,2
342_10,6:18:00,6:18:00,PHX17,1
342_10,7:35:18,7:35:18,TUS12,2
342_11,6:20:00,6:20:00,PHX17,1
342_11,7:37:18,7:37:18,TUS12,2
342_12,6:22:00,6:22:00,PHX17,1
342_12,7:39:18,7:39:18,TUS12,2
342_13,6:24:00,6:24:00,PHX17,1
342_13,7:41:18,7:41:18,TUS12,2
342_14,6:26:00,6:26:00,PHX17,1
342_14,7:43:18,7:43:18,TUS12,2
342_15,6:28:00,6:28:00,PHX17,1
342_15,7:45:18,7:45:18,TUS12,2
342_16,6:30:00,6:30:00,PHX17,1
342_16,7:47:18,7:47:18,TUS12,2
342_17,6:32:00,6:32:00,PHX17,1
342_17,7:49:18,7:49:18,TUS12,2
342_18,6:34:00,6:34:00,PHX17,1
342_18,7:51:18,7:51:18,TUS12,2
342_19,6:36:00,6:36:00,PHX17,1
342_19,7:53:18,7:53:18,TUS12,2
342_20,6:38:00,6:38:00,PHX17,1
342_20,7:55:18,7:55:18,TUS12,2
342_21,6:40:00,6:40:00,PHX17,1
342_21,7:57:18,7:57:18,TUS12,2
342_22,6:42:00,6:42:00,PHX17,1
342_22,7:59:18,7:59:18,TUS12,2
342_23,6:44:00,6:44:00,PHX17,1
342_23,8:01:18,8:01:18,TUS12,2
342_24,6:46:00,6:46:00,PHX17,1
342_24,8:03:18,8:03:18,TUS12,2
342_25,6:48:00,6:48:00,PHX17,1
342_25,8:05:18,8:05:18,TUS12,2
342_26,6:50:00,6:50:00,PHX17,1
342_26,8:07:18,8:07:18,TUS12,2
342_27,6:52:00,6:52:00,PHX17,1
342_27,8:09:18,8:09:18,TUS12,2
342_28,6:54:00,6:54:00,PHX17,1
342_28,8:11:18,8:11:18,TUS12,2
342_29,6:56:00,6:56:00,PHX17,1
342_29,8:13:18,8:13:18,TUS12,2
342_30,6:58:00,6:58:00,PHX17,1
342_30,8:15:18,8:15:18,TUS12,2
342_31,7:00:00,7:00:00,PHX17,1
342_31,8:17:18,8:17:18,TUS12,2
342_32,7:02:00,7:02:00,PHX17,1
342_32,8:19:18,8:19:18,TUS12,2
342_33,7:04:00,7:04:00,PHX17,1
342_33,8:21:18,8:21:18,TUS12,2
342_34,7:06:00,7:06:00,PHX17,1
342_34,8:23:18,8:23:18,TUS12,2
342_35,7:08:00,7:08:00,PHX17,1
342_35,8:25:18,8:25:18,TUS12,2
342_36,7:10:00,7:10:00,PHX17,1
342_36,8:27:18,8:27:18,TUS12,2
342_37,7:12:00,7:12:00,PHX17,1
342_37,8:29:18,8:29:18,TUS12,2
342_38,7:14:00,7:14:00,PHX17,1
342_38,8:31:18,8:31:18,TUS12,2
342_39,7:16:00,7:16:00,PHX17,1
342_39,8:33:18,8:33:18,TUS12,2
342_40,7:18:00,7:18:00,PHX17,1
342_40,8:35:18,8:35:18,TUS12,2
342_41,7:20:00,7:20:00,PHX17,1
342_41,8:37:18,8:37:18,TUS12,2
342_42,7:22:00,7:22:00,PHX17,1
342_42,8:39:18,8:39:18,TUS12,2
342_43,7:24:00,7:24:00,PHX17,1
342_43,8:41:18,8:41:18,TUS12,2
342_44,7:26:00,7:26:00,PHX17,1
342_44,8:43:18,8:43:18,TUS12,2
342_45,7:28:00,7:28:00,PHX17,1
342_45,8:45:18,8:45:18,TUS12,2
342_46,7:30:00,7:30:00,PHX17,1
342_46,8:47:18,8:47:18,TUS12,2
342_47,7:32:00,7:32:00,PHX17,1
342_47,8:49:18,8:49:18,TUS12,2
342_48,7:34:00,7:34:00,PHX17,1
342_48,8:51:18,8:51:18,TUS12,2
342_49,7:36:00,7:36:00,PHX17,1
342_49,8:53:18,8:53:18,TUS12,2
342_50,7:38:00,7:38:00,PHX17,1
342_50,8:55:18,8:55:18,TUS12,2
342_51,7:40:00,7:40:00,PHX17,1
342_51,8:57:18,8:57:18,TUS12,2
342_52,7:42:00,7:42:00,PHX17,1
342_52,8:59:18,8:59:18,TUS12,2
342_53,7:44:00,7:44:00,PHX17,1
342_53,9:01:18,9:01:18,TUS12,2
342_54,7:46:00,7:46:00,PHX17,1
342_54,9:03:18,9:03:18,TUS12,2
342_55,7:48:00,7:48:00,PHX17,1
342_55,9:05:18,9:05:18,TUS12,2
342_56,7:50:00,7:50:00,PHX17,1
342_56,9:07:18,9:07:18,TUS12,2
342_57,7:52:00,7:52:00,PHX17,1
342_57,9:09:18,9:09:18,TUS12,2
342_58,7:54:00,7:54:00,PHX17,1
342_58,9:11:18,9:11:18,TUS12,2
342_59,7:56:00,7:56:00,PHX17,1
342_59,9:13:18,9:13:18,TUS12,2
342_60,7:58:00,7:58:00,PHX17,1
342_60,9:15:18,9:15:18,TUS12,2
342_61,8:00:00,8:00:00,PHX17,1
342_61,9:17:18,9:17:18,TUS12,2
342_62,8:02:00,8:02:00,PHX17,1
342_62,9:19:18,9:19:18,TUS12,2
342_63,8:04:00,8:04:00,PHX17,1
342_63,9:21:18,9:21:18,TUS12,2
342_64,8:06:00,8:06:00,PHX17,1
342_64,9:23:18,9:23:18,TUS12,2
342_65,8:08:00,8:08:00,PHX17,1
342_65,9:25:18,9:25:18,TUS12,2
342_66,8:10:00,8:10:00,PHX17,1
342_66,9:27:18,9:27:18,TUS12,2
342_67,8:12:00,8:12:00,PHX17,1
342_67,9:29:18,9:29:18,TUS12,2
342_68,8:14:00,8:14:00,PHX17,1
342_68,9:31:18,9:31:18,TUS12,2
342_69,8:16:00,8:16:00,PHX17,1
342_69,9:33:18,9:33:18,TUS12,2
342_70,8:18:00,8:18:00,PHX17,1
342_70,9:35:18,9:35:18,TUS12,2
342_71,8:20:00,8:20:00,PHX17,1
342_71,9:37:18,9:37:18,TUS12,2
342_72,8:22:00,8:22:00,PHX17,1
342_72,9:39:18,9:39:18,TUS12,2
342_73,8:24:00,8:24:00,PHX17,1
342_73,9:41:18,9:41:18,TUS12,2
342_74,8:26:00,8:26:00,PHX17,1
342_74,9:43:18,9:43:18,TUS12,2
342_75,8:28:00,8:28:00,PHX17,1
342_75,9:45:18,9:45:18,TUS12,2
342_76,8:30:00,8:30:00,PHX17,1
342_76,9:47:18,9:47:18,TUS12,2
342_77,8:32:00,8:32:00,PHX17,1
342_77,9:49:18,9:49:18,TUS12,2
342_78,8:34:00,8:34:00,PHX17,1
342_78,9:51:18,9:51:18,TUS12,2
342_79,8:36:00,8:36:00,PHX17,1
342_79,9:53:18,9:53:18,TUS12,2
342_80,8:38:00,8:38:00,PHX17,1
342_80,9:55:18,9:55:18,TUS12,2
342_81,8:40:00,8:40:00,PHX17,1
342_81,9:57:18,9:57:18,TUS12,2
342_82,8:42:00,8:42:00,PHX17,1
342_82,9:59:18,9:59:18,TUS12,2
342_83,8:44:00,8:44:00,PHX17,1
342_83,10:01:18,10:01:18,TUS12,2
342_84,8:46:00,8:46:00,PHX17,1
342_84,10:03:18,10:03:18,TUS12,2
342_85,8:48:00,8:48:00,PHX17,1
342_85,10:05:18,10:05:18,TUS12,2
342_86,8:50:00,8:50:00,PHX17,1
342_86,10:07:18,10:07:18,TUS12,2
342_87,8:52:00,8:52:00,PHX17,1
342_87,10:09:18,10:09:18,TUS12,2
342_88,8:54:00,8:54:00,PHX17,1
342_88,10:11:18,10:11:18,TUS12,2
342_89,8:56:00,8:56:00,PHX17,1
342_89,10:13:18,10:13:18,TUS12,2
342_90,8:58:00,8:58:00,PHX17,1
342_90,10:15:18,10:15:18,TUS12,2
342_91,9:00:00,9:00:00,PHX17,1
342_91,10:17:18,10:17:18,TUS12,2
350_1,6:00:00,6:00:00,PHX17,1
350_1,7:33:42,7:33:42,TUS20,2
350_2,6:03:00,6:03:00,PHX17,1
350_2,7:36:42,7:36:42,TUS20,2
350_3,6:06:00,6:06:00,PHX17,1
350_3,7:39:42,7:39:42,TUS20,2
350_4,6:09:00,6:09:00,PHX17,1
350_4,7:42:42,7:42:42,TUS20,2
350_5,6:12:00,6:12:00,PHX17,1
350_5,7:45:42,7:45:42,TUS20,2
350_6,6:15:00,6:15:00,PHX17,1
350_6,7:48:42,7:48:42,TUS20,2
350_7,6:18:00,6:18:00,PHX17,1
350_7,7:51:42,7:51:42,TUS20,2
350_8,6:21:00,6:21:00,PHX17,1
350_8,7:54:42,7:54:42,TUS20,2
350_9,6:24:00,6:24:00,PHX17,1
350_9,7:57:42,7:57:42,TUS20,2
350_10,6:27:00,6:27:00,PHX17,1
350_10,8:00:42,8:00:42,TUS20,2
350_11,6:30:00,6:30:00,PHX17,1
350_11,8:03:42,8:03:42,TUS20,2
350_12,6:33:00,6:33:00,PHX17,1
350_12,8:06:42,8:06:42,TUS20,2
350_13,6:36:00,6:36:00,PHX17,1
350_13,8:09:42,8:09:42,TUS20,2
350_14,6:39:00,6:39:00,PHX17,1
350_14,8:12:42,8:12:42,TUS20,2
350_15,6:42:00,6:42:00,PHX17,1
350_15,8:15:42,8:15:42,TUS20,2
350_16,6:45:00,6:45:00,PHX17,1
350_16,8:18:42,8:18:42,TUS20,2
350_17,6:48:00,6:48:00,PHX17,1
350_17,8:21:42,8:21:42,TUS20,2
350_18,6:51:00,6:51:00,PHX17,1
350_18,8:24:42,8:24:42,TUS20,2
350_19,6:54:00,6:54:00,PHX17,1
350_19,8:27:42,8:27:42,TUS20,2
350_20,6:57:00,6:57:00,PHX17,1
350_20,8:30:42,8:30:42,TUS20,2
350_21,7:00:00,7:00:00,PHX17,1
350_21,8:33:42,8:33:42,TUS20,2
350_22,7:03:00,7:03:00,PHX17,1
350_22,8:36:42,8:36:42,TUS20,2
350_23,7:06:00,7:06:00,PHX17,1
350_23,8:39:42,8:39:42,TUS20,2
350_24,7:09:00,7:09:00,PHX17,1
350_24,8:42:42,8:42:42,TUS20,2
350_25,7:12:00,7:12:00,PHX17,1
350_25,8:45:42,8:45:42,TUS20,2
350_26,7:15:00,7:15:00,PHX17,1
350_26,8:48:42,8:48:42,TUS20,2
350_27,7:18:00,7:18:00,PHX17,1
350_27,8:51:42,8:51:42,TUS20,2
350_28,7:21:00,7:21:00,PHX17,1
350_28,8:54:42,8:54:42,TUS20,2
350_29,7:24:00,7:24:00,PHX17,1
350_29,8:57:42,8:57:42,TUS20,2
350_30,7:27:00,7:27:00,PHX17,1
350_30,9:00:42,9:00:42,TUS20,2
350_31,7:30:00,7:30:00,PHX17,1
350_31,9:03:42,9:03:42,TUS20,2
350_32,7:33:00,7:33:00,PHX17,1
350_32,9:06:42,9:06:42,TUS20,2
350_33,7:36:00,7:36:00,PHX17,1
350_33,9:09:42,9:09:42,TUS20,2
350_34,7:39:00,7:39:00,PHX17,1
350_34,9:12:42,9:12:42,TUS20,2
350_35,7:42:00,7:42:00,PHX17,1
350_35,9:15:42,9:15:42,TUS20,2
350_36,7:45:00,7:45:00,PHX17,1
350_36,9:18:42,9:18:42,TUS20,2
350_37,7:48:00,7:48:00,PHX17,1
350_37,9:21:42,9:21:42,TUS20,2
350_38,7:51:00,7:51:00,PHX17,1
350_38,9:24:42,9:24:42,TUS20,2
350_39,7:54:00,7:54:00,PHX17,1
350_39,9:27:42,9:27:42,TUS20,2
350_40,7:57:00,7:57:00,PHX17,1
350_40,9:30:42,9:30:42,TUS20,2
350_41,8:00:00,8:00:00,PHX17,1
350_41,9:33:42,9:33:42,TUS20,2
350_42,8:03:00,8:03:00,PHX17,1
350_42,9:36:42,9:36:42,TUS20,2
350_43,8:06:00,8:06:00,PHX17,1
350_43,9:39:42,9:39:42,TUS20,2
350_44,8:09:00,8:09:00,PHX17,1
350_44,9:42:42,9:42:42,TUS20,2
350_45,8:12:00,8:12:00,PHX17,1
350_45,9:45:42,9:45:42,TUS20,2
350_46,8:15:00,8:15:00,PHX17,1
350_46,9:48:42,9:48:42,TUS20,2
350_47,8:18:00,8:18:00,PHX17,1
350_47,9:51:42,9:51:42,TUS20,2
350_48,8:21:00,8:21:00,PHX17,1
350_48,9:54:42,9:54:42,TUS20,2
350_49,8:24:00,8:24:00,PHX17,1
350_49,9:57:42,9:57:42,TUS20,2
350_50,8:27:00,8:27:00,PHX17,1
350_50,10:00:42,10:00:42,TUS20,2
350_51,8:30:00,8:30:00,PHX17,1
350_51,10:03:42,10:03:42,TUS20,2
350_52,8:33:00,8:33:00,PHX17,1
350_52,10:06:42,10:06:42,TUS20,2
350_53,8:36:00,8:36:00,PHX17,1
350_53,10:09:42,10:09:42,TUS20,2
350_54,8:39:00,8:39:00,PHX17,1
350_54,10:12:42,10:12:42,TUS20,2
