trip_id,arrival_time,departure_time,stop_id,stop_sequence
34_18,09:56:00,09:56:00,TUS12,2
34_19,09:00:00,09:00:00,PHX2,1
34_19,10:06:00,10:06:00,TUS12,2
42_1,06:00:00,06:00:00,PHX2,1
42_1,07:23:00,07:23:00,TUS20,2
42_2,06:15:00,06:15:00,PHX2,1
42_2,07:38:00,07:38:00,TUS20,2
42_3,06:30:00,06:30:00,PHX2,1
42_3,07:53:00,07:53:00,TUS20,2
42_4,06:45:00,06:45:00,PHX2,1
42_4,08:08:00,08:08:00,TUS20,2
42_5,07:00:00,07:00:00,PHX2,1
42_5,08:23:00,08:23:00,TUS20,2
42_6,07:15:00,07:15:00,PHX2,1
42_6,08:38:00,08:38:00,TUS20,2
42_7,07:30:00,07:30:00,PHX2,1
42_7,08:53:00,08:53:00,TUS20,2
42_8,07:45:00,07:45:00,PHX2,1
42_8,09:08:00,09:08:00,TUS20,2
42_9,08:00:00,08:00:00,PHX2,1
42_9,09:23:00,09:23:00,TUS20,2
42_10,08:15:00,08:15:00,PHX2,1
42_10,09:38:00,09:38:00,TUS20,2
42_11,08:30:00,08:30:00,PHX2,1
42_11,09:53:00,09:53:00,TUS20,2
42_12,08:45:00,08:45:00,PHX2,1
42_12,10:08:00,10:08:00,TUS20,2
42_13,09:00:00,09:00:00,PHX2,1
42_13,10:23:00,10:23:00,TUS20,2
78_1,06:00:00,06:00:00,PHX4,1
78_1,07:20:00,07:20:00,TUS12,2
78_2,06:12:00,06:12:00,PHX4,1
78_2,07:32:00,07:32:00,TUS12,2
78_3,06:24:00,06:24:00,PHX4,1
78_3,07:44:00,07:44:00,TUS12,2
78_4,06:36:00,06:36:00,PHX4,1
78_4,07:56:00,07:56:00,TUS12,2
78_5,06:48:00,06:48:00,PHX4,1
78_5,08:08:00,08:08:00,TUS12,2
78_6,07:00:00,07:00:00,PHX4,1
78_6,08:20:00,08:20:00,TUS12,2
78_7,07:12:00,07:12:00,PHX4,1
78_7,08:32:00,08:32:00,TUS12,2
78_8,07:24:00,07:24:00,PHX4,1
78_8,08:44:00,08:44:00,TUS12,2
78_9,07:36:00,07:36:00,PHX4,1
78_9,08:56:00,08:56:00,TUS12,2
78_10,07:48:00,07:48:00,PHX4,1
78_10,09:08:00,09:08:00,TUS12,2
78_11,08:00:00,08:00:00,PHX4,1
78_11,09:20:00,09:20:00,TUS12,2
78_12,08:12:00,08:12:00,PHX4,1
78_12,09:32:00,09:32:00,TUS12,2
78_13,08:24:00,08:24:00,PHX4,1
78_13,09:44:00,09:44:00,TUS12,2
78_14,08:36:00,08:36:00,PHX4,1
78_14,09:56:00,09:56:00,TUS12,2
78_15,08:48:00,08:48:00,PHX4,1
78_15,10:08:00,10:08:00,TUS12,2
78_16,09:00:00,09:00:00,PHX4,1
78_16,10:20:00,10:20:00,TUS12,2
97_1,06:00:00,06:00:00,PHX5,1
97_1,07:26:00,07:26:00,TUS9,2
97_2,06:15:00,06:15:00,PHX5,1
97_2,07:41:00,07:41:00,TUS9,2
97_3,06:30:00,06:30:00,PHX5,1
97_3,07:56:00,07:56:00,TUS9,2
97_4,06:45:00,06:45:00,PHX5,1
97_4,08:11:00,08:11:00,TUS9,2
97_5,07:00:00,07:00:00,PHX5,1
97_5,08:26:00,08:26:00,TUS9,2
97_6,07:15:00,07:15:00,PHX5,1
97_6,08:41:00,08:41:00,TUS9,2
97_7,07:30:00,07:30:00,PHX5,1
97_7,08:56:00,08:56:00,TUS9,2
97_8,07:45:00,07:45:00,PHX5,1
97_8,09:11:00,09:11:00,TUS9,2
97_9,08:00:00,08:00:00,PHX5,1
97_9,09:26:00,09:26:00,TUS9,2
97_10,08:15:00,08:15:00,PHX5,1
97_10,09:41:00,09:41:00,TUS9,2
97_11,08:30:00,08:30:00,PHX5,1
97_11,09:56:00,09:56:00,TUS9,2
97_12,08:45:00,08:45:00,PHX5,1
97_12,10:11:00,10:11:00,TUS9,2
97_13,09:00:00,09:00:00,PHX5,1
97_13,10:26:00,10:26:00,TUS9,2
100_1,06:00:00,06:00:00,PHX5,1
100_1,07:14:00,07:14:00,TUS12,2
100_2,06:15:00,06:15:00,PHX5,1
100_2,07:29:00,07:29:00,TUS12,2
100_3,06:30:00,06:30:00,PHX5,1
100_3,07:44:00,07:44:00,TUS12,2
100_4,06:45:00,06:45:00,PHX5,1
100_4,07:59:00,07:59:00,TUS12,2
100_5,07:00:00,07:00:00,PHX5,1
100_5,08:14:00,08:14:00,TUS12,2
100_6,07:15:00,07:15:00,PHX5,1
100_6,08:29:00,08:29:00,TUS12,2
100_7,07:30:00,07:30:00,PHX5,1
100_7,08:44:00,08:44:00,TUS12,2
100_8,07:45:00,07:45:00,PHX5,1
100_8,08:59:00,08:59:00,TUS12,2
100_9,08:00:00,08:00:00,PHX5,1
100_9,09:14:00,09:14:00,TUS12,2
100_10,08:15:00,08:15:00,PHX5,1
100_10,09:29:00,09:29:00,TUS12,2
100_11,08:30:00,08:30:00,PHX5,1
100_11,09:44:00,09:44:00,TUS12,2
100_12,08:45:00,08:45:00,PHX5,1
100_12,09:59:00,09:59:00,TUS12,2
100_13,09:00:00,09:00:00,PHX5,1
100_13,10:14:00,10:14:00,TUS12,2
144_1,06:00:00,06:00:00,PHX7,1
144_1,07:12:00,07:12:00,TUS12,2
144_2,06:10:00,06:10:00,PHX7,1
144_2,07:22:00,07:22:00,TUS12,2
144_3,06:20:00,06:20:00,PHX7,1
144_3,07:32:00,07:32:00,TUS12,2
144_4,06:30:00,06:30:00,PHX7,1
144_4,07:42:00,07:42:00,TUS12,2
144_5,06:40:00,06:40:00,PHX7,1
144_5,07:52:00,07:52:00,TUS12,2
144_6,06:50:00,06:50:00,PHX7,1
144_6,08:02:00,08:02:00,TUS12,2
144_7,07:00:00,07:00:00,PHX7,1
144_7,08:12:00,08:12:00,TUS12,2
144_8,07:10:00,07:10:00,PHX7,1
144_8,08:22:00,08:22:00,TUS12,2
144_9,07:20:00,07:20:00,PHX7,1
144_9,08:32:00,08:32:00,TUS12,2
144_10,07:30:00,07:30:00,PHX7,1
144_10,08:42:00,08:42:00,TUS12,2
144_11,07:40:00,07:40:00,PHX7,1
144_11,08:52:00,08:52:00,TUS12,2
144_12,07:50:00,07:50:00,PHX7,1
144_12,09:02:00,09:02:00,TUS12,2
144_13,08:00:00,08:00:00,PHX7,1
144_13,09:12:00,09:12:00,TUS12,2
144_14,08:10:00,08:10:00,PHX7,1
144_14,09:22:00,09:22:00,TUS12,2
144_15,08:20:00,08:20:00,PHX7,1
144_15,09:32:00,09:32:00,TUS12,2
144_16,08:30:00,08:30:00,PHX7,1
144_16,09:42:00,09:42:00,TUS12,2
144_17,08:40:00,08:40:00,PHX7,1
144_17,09:52:00,09:52:00,TUS12,2
144_18,08:50:00,08:50:00,PHX7,1
144_18,10:02:00,10:02:00,TUS12,2
144_19,09:00:00,09:00:00,PHX7,1
144_19,10:12:00,10:12:00,TUS12,2
152_1,06:00:00,06:00:00,PHX7,1
152_1,07:29:00,07:29:00,TUS20,2
152_2,06:15:00,06:15:00,PHX7,1
152_2,07:44:00,07:44:00,TUS20,2
152_3,06:30:00,06:30:00,PHX7,1
152_3,07:59:00,07:59:00,TUS20,2
152_4,06:45:00,06:45:00,PHX7,1
152_4,08:14:00,08:14:00,TUS20,2
152_5,07:00:00,07:00:00,PHX7,1
152_5,08:29:00,08:29:00,TUS20,2
152_6,07:15:00,07:15:00,PHX7,1
152_6,08:44:00,08:44:00,TUS20,2
152_7,07:30:00,07:30:00,PHX7,1
152_7,08:59:00,08:59:00,TUS20,2
152_8,07:45:00,07:45:00,PHX7,1
152_8,09:14:00,09:14:00,TUS20,2
152_9,08:00:00,08:00:00,PHX7,1
152_9,09:29:00,09:29:00,TUS20,2
152_10,08:15:00,08:15:00,PHX7,1
152_10,09:44:00,09:44:00,TUS20,2
152_11,08:30:00,08:30:00,PHX7,1
152_11,09:59:00,09:59:00,TUS20,2
152_12,08:45:00,08:45:00,PHX7,1
152_12,10:14:00,10:14:00,TUS20,2
152_13,09:00:00,09:00:00,PHX7,1
152_13,10:29:00,10:29:00,TUS20,2
185_1,06:00:00,06:00:00,PHX10,1
185_1,07:14:00,07:14:00,TUS9,2
185_2,06:15:00,06:15:00,PHX10,1
185_2,07:29:00,07:29:00,TUS9,2
185_3,06:30:00,06:30:00,PHX10,1
185_3,07:44:00,07:44:00,TUS9,2
185_4,06:45:00,06:45:00,PHX10,1
185_4,07:59:00,07:59:00,TUS9,2
185_5,07:00:00,07:00:00,PHX10,1
185_5,08:14:00,08:14:00,TUS9,2
185_6,07:15:00,07:15:00,PHX10,1
185_6,08:29:00,08:29:00,TUS9,2
185_7,07:30:00,07:30:00,PHX10,1
185_7,08:44:00,08:44:00,TUS9,2
185_8,07:45:00,07:45:00,PHX10,1
185_8,08:59:00,08:59:00,TUS9,2
185_9,08:00:00,08:00:00,PHX10,1
185_9,09:14:00,09:14:00,TUS9,2
185_10,08:15:00,08:15:00,PHX10,1
185_10,09:29:00,09:29:00,TUS9,2
185_11,08:30:00,08:30:00,PHX10,1
185_11,09:44:00,09:44:00,TUS9,2
185_12,08:45:00,08:45:00,PHX10,1
185_12,09:59:00,09:59:00,TUS9,2
185_13,09:00:00,09:00:00,PHX10,1
185_13,10:14:00,10:14:00,TUS9,2
342_1,06:00:00,06:00:00,PHX17,1
342_1,07:17:00,07:17:00,TUS12,2
342_2,06:02:00,06:02:00,PHX17,1
342_2,07:19:00,07:19:00,TUS12,2
342_3,06:04:00,06:04:00,PHX17,1
342_3,07:21:00,07:21:00,TUS12,2
342_4,06:06:00,06:06:00,PHX17,1
342_4,07:23:00,07:23:00,TUS12,2
342_5,06:08:00,06:08:00,PHX17,1
342_5,07:25:00,07:25:00,TUS12,2
342_6,06:10:00,06:10:00,PHX17,1
342_6,07:27:00,07:27:00,TUS12,2
342_7,06:12:00,06:12:00,PHX17,1
342_7,07:29:00,07:29:00,TUS12,2
342_8,06:14:00,06:14:00,PHX17,1
342_8,07:31:00,07:31:00,TUS12,2
342_9,06:16:00,06:16:00,PHX17,1
342_9,07:33:00,07:33:00,TUS12,2
342_10,06:18:00,06:18:00,PHX17,1
342_10,07:35:00,07:35:00,TUS12,2
342_11,06:20:00,06:20:00,PHX17,1
342_11,07:37:00,07:37:00,TUS12,2
342_12,06:22:00,06:22:00,PHX17,1
342_12,07:39:00,07:39:00,TUS12,2
342_13,06:24:00,06:24:00,PHX17,1
342_13,07:41:00,07:41:00,TUS12,2
342_14,06:26:00,06:26:00,PHX17,1
342_14,07:43:00,07:43:00,TUS12,2
342_15,06:28:00,06:28:00,PHX17,1
342_15,07:45:00,07:45:00,TUS12,2
342_16,06:30:00,06:30:00,PHX17,1
342_16,07:47:00,07:47:00,TUS12,2
342_17,06:32:00,06:32:00,PHX17,1
342_17,07:49:00,07:49:00,TUS12,2
342_18,06:34:00,06:34:00,PHX17,1
342_18,07:51:00,07:51:00,TUS12,2
342_19,06:36:00,06:36:00,PHX17,1
342_19,07:53:00,07:53:00,TUS12,2
342_20,06:38:00,06:38:00,PHX17,1
342_20,07:55:00,07:55:00,TUS12,2
342_21,06:40:00,06:40:00,PHX17,1
342_21,07:57:00,07:57:00,TUS12,2
342_22,06:42:00,06:42:00,PHX17,1
342_22,07:59:00,07:59:00,TUS12,2
342_23,06:44:00,06:44:00,PHX17,1
342_23,08:01:00,08:01:00,TUS12,2
342_24,06:46:00,06:46:00,PHX17,1
342_24,08:03:00,08:03:00,TUS12,2
342_25,06:48:00,06:48:00,PHX17,1
342_25,08:05:00,08:05:00,TUS12,2
342_26,06:50:00,06:50:00,PHX17,1
342_26,08:07:00,08:07:00,TUS12,2
342_27,06:52:00,06:52:00,PHX17,1
342_27,08:09:00,08:09:00,TUS12,2
342_28,06:54:00,06:54:00,PHX17,1
342_28,08:11:00,08:11:00,TUS12,2
342_29,06:56:00,06:56:00,PHX17,1
342_29,08:13:00,08:13:00,TUS12,2
342_30,06:58:00,06:58:00,PHX17,1
342_30,08:15:00,08:15:00,TUS12,2
342_31,07:00:00,07:00:00,PHX17,1
342_31,08:17:00,08:17:00,TUS12,2
342_32,07:02:00,07:02:00,PHX17,1
342_32,08:19:00,08:19:00,TUS12,2
342_33,07:04:00,07:04:00,PHX17,1
342_33,08:21:00,08:21:00,TUS12,2
342_34,07:06:00,07:06:00,PHX17,1
342_34,08:23:00,08:23:00,TUS12,2
342_35,07:08:00,07:08:00,PHX17,1
342_35,08:25:00,08:25:00,TUS12,2
342_36,07:10:00,07:10:00,PHX17,1
342_36,08:27:00,08:27:00,TUS12,2
342_37,07:12:00,07:12:00,PHX17,1
342_37,08:29:00,08:29:00,TUS12,2
342_38,07:14:00,07:14:00,PHX17,1
342_38,08:31:00,08:31:00,TUS12,2
342_39,07:16:00,07:16:00,PHX17,1
342_39,08:33:00,08:33:00,TUS12,2
342_40,07:18:00,07:18:00,PHX17,1
342_40,08:35:00,08:35:00,TUS12,2
342_41,07:20:00,07:20:00,PHX17,1
342_41,08:37:00,08:37:00,TUS12,2
342_42,07:22:00,07:22:00,PHX17,1
342_42,08:39:00,08:39:00,TUS12,2
342_43,07:24:00,07:24:00,PHX17,1
342_43,08:41:00,08:41:00,TUS12,2
342_44,07:26:00,07:26:00,PHX17,1
342_44,08:43:00,08:43:00,TUS12,2
342_45,07:28:00,07:28:00,PHX17,1
342_45,08:45:00,08:45:00,TUS12,2
342_46,07:30:00,07:30:00,PHX17,1
342_46,08:47:00,08:47:00,TUS12,2
342_47,07:32:00,07:32:00,PHX17,1
342_47,08:49:00,08:49:00,TUS12,2
342_48,07:34:00,07:34:00,PHX17,1
342_48,08:51:00,08:51:00,TUS12,2
342_49,07:36:00,07:36:00,PHX17,1
342_49,08:53:00,08:53:00,TUS12,2
342_50,07:38:00,07:38:00,PHX17,1
342_50,08:55:00,08:55:00,TUS12,2
342_51,07:40:00,07:40:00,PHX17,1
342_51,08:57:00,08:57:00,TUS12,2
342_52,07:42:00,07:42:00,PHX17,1
342_52,08:59:00,08:59:00,TUS12,2
342_53,07:44:00,07:44:00,PHX17,1
342_53,09:01:00,09:01:00,TUS12,2
342_54,07:46:00,07:46:00,PHX17,1
342_54,09:03:00,09:03:00,TUS12,2
342_55,07:48:00,07:48:00,PHX17,1
342_55,09:05:00,09:05:00,TUS12,2
342_56,07:50:00,07:50:00,PHX17,1
342_56,09:07:00,09:07:00,TUS12,2
342_57,07:52:00,07:52:00,PHX17,1
342_57,09:09:00,09:09:00,TUS12,2
342_58,07:54:00,07:54:00,PHX17,1
342_58,09:11:00,09:11:00,TUS12,2
342_59,07:56:00,07:56:00,PHX17,1
342_59,09:13:00,09:13:00,TUS12,2
342_60,07:58:00,07:58:00,PHX17,1
342_60,09:15:00,09:15:00,TUS12,2
342_61,08:00:00,08:00:00,PHX17,1
342_61,09:17:00,09:17:00,TUS12,2
342_62,08:02:00,08:02:00,PHX17,1
342_62,09:19:00,09:19:00,TUS12,2
342_63,08:04:00,08:04:00,PHX17,1
342_63,09:21:00,09:21:00,TUS12,2
342_64,08:06:00,08:06:00,PHX17,1
342_64,09:23:00,09:23:00,TUS12,2
342_65,08:08:00,08:08:00,PHX17,1
342_65,09:25:00,09:25:00,TUS12,2
342_66,08:10:00,08:10:00,PHX17,1
342_66,09:27:00,09:27:00,TUS12,2
342_67,08:12:00,08:12:00,PHX17,1
342_67,09:29:00,09:29:00,TUS12,2
342_68,08:14:00,08:14:00,PHX17,1
342_68,09:31:00,09:31:00,TUS12,2
342_69,08:16:00,08:16:00,PHX17,1
342_69,09:33:00,09:33:00,TUS12,2
342_70,08:18:00,08:18:00,PHX17,1
342_70,09:35:00,09:35:00,TUS12,2
342_71,08:20:00,08:20:00,PHX17,1
342_71,09:37:00,09:37:00,TUS12,2
342_72,08:22:00,08:22:00,PHX17,1
342_72,09:39:00,09:39:00,TUS12,2
342_73,08:24:00,08:24:00,PHX17,1
342_73,09:41:00,09:41:00,TUS12,2
342_74,08:26:00,08:26:00,PHX17,1
342_74,09:43:00,09:43:00,TUS12,2
342_75,08:28:00,08:28:00,PHX17,1
342_75,09:45:00,09:45:00,TUS12,2
342_76,08:30:00,08:30:00,PHX17,1
342_76,09:47:00,09:47:00,TUS12,2
342_77,08:32:00,08:32:00,PHX17,1
342_77,09:49:00,09:49:00,TUS12,2
342_78,08:34:00,08:34:00,PHX17,1
342_78,09:51:00,09:51:00,TUS12,2
342_79,08:36:00,08:36:00,PHX17,1
342_79,09:53:00,09:53:00,TUS12,2
342_80,08:38:00,08:38:00,PHX17,1
342_80,09:55:00,09:55:00,TUS12,2
342_81,08:40:00,08:40:00,PHX17,1
342_81,09:57:00,09:57:00,TUS12,2
342_82,08:42:00,08:42:00,PHX17,1
342_82,09:59:00,09:59:00,TUS12,2
342_83,08:44:00,08:44:00,PHX17,1
342_83,10:01:00,10:01:00,TUS12,2
342_84,08:46:00,08:46:00,PHX17,1
342_84,10:03:00,10:03:00,TUS12,2
342_85,08:48:00,08:48:00,PHX17,1
342_85,10:05:00,10:05:00,TUS12,2
342_86,08:50:00,08:50:00,PHX17,1
342_86,10:07:00,10:07:00,TUS12,2
342_87,08:52:00,08:52:00,PHX17,1
342_87,10:09:00,10:09:00,TUS12,2
342_88,08:54:00,08:54:00,PHX17,1
342_88,10:11:00,10:11:00,TUS12,2
342_89,08:56:00,08:56:00,PHX17,1
342_89,10:13:00,10:13:00,TUS12,2
342_90,08:58:00,08:58:00,PHX17,1
342_90,10:15:00,10:15:00,TUS12,2
342_91,09:00:00,09:00:00,PHX17,1
342_91,10:17:00,10:17:00,TUS12,2
350_1,06:00:00,06:00:00,PHX17,1
350_1,07:33:00,07:33:00,TUS20,2
350_2,06:03:00,06:03:00,PHX17,1
350_2,07:36:00,07:36:00,TUS20,2
350_3,06:06:00,06:06:00,PHX17,1
350_3,07:39:00,07:39:00,TUS20,2
350_4,06:09:00,06:09:00,PHX17,1
350_4,07:42:00,07:42:00,TUS20,2
350_5,06:12:00,06:12:00,PHX17,1
350_5,07:45:00,07:45:00,TUS20,2
350_6,06:15:00,06:15:00,PHX17,1
350_6,07:48:00,07:48:00,TUS20,2
350_7,06:18:00,06:18:00,PHX17,1
350_7,07:51:00,07:51:00,TUS20,2
350_8,06:21:00,06:21:00,PHX17,1
350_8,07:54:00,07:54:00,TUS20,2
350_9,06:24:00,06:24:00,PHX17,1
350_9,07:57:00,07:57:00,TUS20,2
350_10,06:27:00,06:27:00,PHX17,1
350_10,08:00:00,08:00:00,TUS20,2
350_11,06:30:00,06:30:00,PHX17,1
350_11,08:03:00,08:03:00,TUS20,2
350_12,06:33:00,06:33:00,PHX17,1
350_12,08:06:00,08:06:00,TUS20,2
350_13,06:36:00,06:36:00,PHX17,1
350_13,08:09:00,08:09:00,TUS20,2
350_14,06:39:00,06:39:00,PHX17,1
350_14,08:12:00,08:12:00,TUS20,2
350_15,06:42:00,06:42:00,PHX17,1
350_15,08:15:00,08:15:00,TUS20,2
350_16,06:45:00,06:45:00,PHX17,1
350_16,08:18:00,08:18:00,TUS20,2
350_17,06:48:00,06:48:00,PHX17,1
350_17,08:21:00,08:21:00,TUS20,2
350_18,06:51:00,06:51:00,PHX17,1
350_18,08:24:00,08:24:00,TUS20,2
350_19,06:54:00,06:54:00,PHX17,1
350_19,08:27:00,08:27:00,TUS20,2
350_20,06:57:00,06:57:00,PHX17,1
350_20,08:30:00,08:30:00,TUS20,2
350_21,07:00:00,07:00:00,PHX17,1
350_21,08:33:00,08:33:00,TUS20,2
350_22,07:03:00,07:03:00,PHX17,1
350_22,08:36:00,08:36:00,TUS20,2
350_23,07:06:00,07:06:00,PHX17,1
350_23,08:39:00,08:39:00,TUS20,2
350_24,07:09:00,07:09:00,PHX17,1
350_24,08:42:00,08:42:00,TUS20,2
350_25,07:12:00,07:12:00,PHX17,1
350_25,08:45:00,08:45:00,TUS20,2
350_26,07:15:00,07:15:00,PHX17,1
350_26,08:48:00,08:48:00,TUS20,2
350_27,07:18:00,07:18:00,PHX17,1
350_27,08:51:00,08:51:00,TUS20,2
350_28,07:21:00,07:21:00,PHX17,1
350_28,08:54:00,08:54:00,TUS20,2
350_29,07:24:00,07:24:00,PHX17,1
350_29,08:57:00,08:57:00,TUS20,2
350_30,07:27:00,07:27:00,PHX17,1
350_30,09:00:00,09:00:00,TUS20,2
350_31,07:30:00,07:30:00,PHX17,1
350_31,09:03:00,09:03:00,TUS20,2
350_32,07:33:00,07:33:00,PHX17,1
350_32,09:06:00,09:06:00,TUS20,2
350_33,07:36:00,07:36:00,PHX17,1
350_33,09:09:00,09:09:00,TUS20,2
350_34,07:39:00,07:39:00,PHX17,1
350_34,09:12:00,09:12:00,TUS20,2
350_35,07:42:00,07:42:00,PHX17,1
350_35,09:15:00,09:15:00,TUS20,2
350_36,07:45:00,07:45:00,PHX17,1
350_36,09:18:00,09:18:00,TUS20,2
350_37,07:48:00,07:48:00,PHX17,1
350_37,09:21:00,09:21:00,TUS20,2
350_38,07:51:00,07:51:00,PHX17,1
350_38,09:24:00,09:24:00,TUS20,2
350_39,07:54:00,07:54:00,PHX17,1
350_39,09:27:00,09:27:00,TUS20,2
350_40,07:57:00,07:57:00,PHX17,1
350_40,09:30:00,09:30:00,TUS20,2
350_41,08:00:00,08:00:00,PHX17,1
350_41,09:33:00,09:33:00,TUS20,2
350_42,08:03:00,08:03:00,PHX17,1
350_42,09:36:00,09:36:00,TUS20,2
350_43,08:06:00,08:06:00,PHX17,1
350_43,09:39:00,09:39:00,TUS20,2
350_44,08:09:00,08:09:00,PHX17,1
350_44,09:42:00,09:42:00,TUS20,2
350_45,08:12:00,08:12:00,PHX17,1
350_45,09:45:00,09:45:00,TUS20,2
350_46,08:15:00,08:15:00,PHX17,1
350_46,09:48:00,09:48:00,TUS20,2
350_47,08:18:00,08:18:00,PHX17,1
350_47,09:51:00,09:51:00,TUS20,2
350_48,08:21:00,08:21:00,PHX17,1
350_48,09:54:00,09:54:00,TUS20,2
350_49,08:24:00,08:24:00,PHX17,1
350_49,09:57:00,09:57:00,TUS20,2
350_50,08:27:00,08:27:00,PHX17,1
350_50,10:00:00,10:00:00,TUS20,2
350_51,08:30:00,08:30:00,PHX17,1
350_51,10:03:00,10:03:00,TUS20,2
350_52,08:33:00,08:33:00,PHX17,1
350_52,10:06:00,10:06:00,TUS20,2
350_53,08:36:00,08:36:00,PHX17,1
350_53,10:09:00,10:09:00,TUS20,2
350_54,08:39:00,08:39:00,PHX17,1
350_54,10:12:00,10:12:00,TUS20,2
